911.3375,904.458,6.8795,,6.8795
374.75875,339.772,34.98675,,34.98675
448.0975,421.936,26.1615,,26.1615
1156.21875,1055.362,100.85675,,100.85675
700.675,579.956,120.719,,120.719
234.12,179.561,54.559,,54.559
371.20125,331.771,39.43025,,39.43025
1536.8025,1534.027,2.7755,,2.7755
491.41875,444.144,47.27475,,47.27475
348.9625,345.075,3.8875,,3.8875
302.585,287.487,15.098,,15.098
1608.79,1646.942,-38.152,,-38.152
1144.18625,1036.973,107.21325,,107.21325
353.38875,338.816,14.57275,,14.57275
404.34875,383.847,20.50175,,20.50175
371.64375,360.864,10.77975,,10.77975
2222.13625,2291.175,-69.03875,,-69.03875
735.9375,775.838,-39.9005,,-39.9005
405.14125,431.698,-26.55675,,-26.55675
475.4325,453.903,21.5295,,21.5295
462.89125,438.549,24.34225,,24.34225
369.2525,396.356,-27.1035,,-27.1035
2240.27,2541.584,-301.314,,-301.314
1035.77,1051.141,-15.371,,-15.371
385.535,395.034,-9.499,,-9.499
417.0775,463.886,-46.8085,,-46.8085
367.495,411.523,-44.028,,-44.028
388.96125,416.856,-27.89475,,-27.89475
387.095,426.398,-39.303,,-39.303
1815.8375,1913.641,-97.8035,,-97.8035
687.7675,682.529,5.2385,,5.2385
323.0725,314.844,8.2285,,8.2285
318.88,330.322,-11.442,,-11.442
389.52125,408.802,-19.28075,,-19.28075
359.14375,372.042,-12.89825,,-12.89825
465.08,502.182,-37.102,,-37.102
2002.6325,2355,-352.3675,,-352.3675
1440.2275,1333.636,106.5915,,106.5915
451.9675,443.812,8.1555,,8.1555
315.025,322.404,-7.379,,-7.379
361.35125,384.803,-23.45175,,-23.45175
391.87875,439.424,-47.54525,,-47.54525
371.1775,399.978,-28.8005,,-28.8005
544.33875,585.099,-40.76025,,-40.76025
1608.60125,2020.997,-412.39575,,-412.39575
824.0875,833.731,-9.6435,,-9.6435
408.48625,460.509,-52.02275,,-52.02275
424.9975,472.037,-47.0395,,-47.0395
565.205,619.423,-54.218,,-54.218
522.09125,579.062,-56.97075,,-56.97075
525.995,557.431,-31.436,,-31.436
578.4225,660.454,-82.0315,,-82.0315
657.16875,725.594,-68.42525,,-68.42525
655.6875,751.36,-95.6725,,-95.6725
1466.955,1860.058,-393.103,,-393.103
568.6525,655.687,-87.0345,,-87.0345
469.905,546.332,-76.427,,-76.427
578.24375,638.75,-60.50625,,-60.50625
703.70875,733.328,-29.61925,,-29.61925
652.94875,693.044,-40.09525,,-40.09525
667.4125,707.597,-40.1845,,-40.1845
735.2125,826.229,-91.0165,,-91.0165
752.94375,799.993,-47.04925,,-47.04925
746.9775,793.49,-46.5125,,-46.5125
1502.255,1792.056,-289.801,,-289.801
1129.37375,1392.601,-263.22725,,-263.22725
534.86375,613.147,-78.28325,,-78.28325
537.75125,608.301,-70.54975,,-70.54975
705.24125,751.067,-45.82575,,-45.82575
822.6075,857.808,-35.2005,,-35.2005
759.8625,908.163,-148.3005,,-148.3005
748.62625,838.419,-89.79275,,-89.79275
880.30375,927.42,-47.11625,,-47.11625
979.95125,987.108,-7.15675,,-7.15675
990.405,980.026,10.379,,10.379
734.64125,744.263,-9.62175,,-9.62175
1023.7275,1066.3,-42.5725,,-42.5725
1622.01,2124.784,-502.774,,-502.774
1176.41375,1340.844,-164.43025,,-164.43025
540.93,596.584,-55.654,,-55.654
584.75,633.523,-48.773,,-48.773
676.53375,741.249,-64.71525,,-64.71525
772.10125,802.918,-30.81675,,-30.81675
848.05375,927.791,-79.73725,,-79.73725
827.5775,928.167,-100.5895,,-100.5895
996.08125,1022.954,-26.87275,,-26.87275
1129.53375,1080.635,48.89875,,48.89875
1130.7425,1083.469,47.2735,,47.2735
934.97875,935.342,-0.36325,,-0.36325
798.635,838.865,-40.23,,-40.23
954.04375,1034.531,-80.48725,,-80.48725
510.985,930.214,-419.229,,-419.229
709.86,1074.396,-364.536,,-364.536
1238.3125,1530.938,-292.6255,,-292.6255
1268.10125,1521.029,-252.92775,,-252.92775
651.89875,792.439,-140.54025,,-140.54025
577.99125,642.008,-64.01675,,-64.01675
668.4075,674.501,-6.0935,,-6.0935
697.5075,723.223,-25.7155,,-25.7155
935.2725,933.691,1.5815,,1.5815
1082.69875,1083.005,-0.30625,,-0.30625
1135.14,1076.32,58.82,,58.82
1117.29375,1039.246,78.04775,,78.04775
1127.8,1045.786,82.014,,82.014
1059.9025,1021.834,38.0685,,38.0685
997.60875,1008.891,-11.28225,,-11.28225
988.12625,1046.96,-58.83375,,-58.83375
1148.2325,1196.709,-48.4765,,-48.4765
485.77875,704.964,-219.18525,,-219.18525
477.87375,687.545,-209.67125,,-209.67125
646.6275,700.405,-53.7775,,-53.7775
754.24125,922.451,-168.20975,,-168.20975
1057.12,1193.055,-135.935,,-135.935
687.015,803.246,-116.231,,-116.231
568.9825,660.921,-91.9385,,-91.9385
685.47625,745.972,-60.49575,,-60.49575
757.6,843.231,-85.631,,-85.631
926.05375,962.217,-36.16325,,-36.16325
1156.85625,1139.064,17.79225,,17.79225
1289.675,1202.406,87.269,,87.269
1131.03625,1029.383,101.65325,,101.65325
1204.52,1087.635,116.885,,116.885
1290.385,1187.475,102.91,,102.91
1145.80625,1109.283,36.52325,,36.52325
983.56125,976.3,7.26125,,7.26125
1098.89875,1118.022,-19.12325,,-19.12325
1261.28,1358.603,-97.323,,-97.323
1364.1625,1453.648,-89.4855,,-89.4855
448.6375,559.433,-110.7955,,-110.7955
487.6475,606.653,-119.0055,,-119.0055
484.54125,577.101,-92.55975,,-92.55975
630.34875,742.369,-112.02025,,-112.02025
853.65375,908.802,-55.14825,,-55.14825
728.28625,780.909,-52.62275,,-52.62275
722.92625,826.057,-103.13075,,-103.13075
813.855,938.247,-124.392,,-124.392
932.615,1067.702,-135.087,,-135.087
924.13125,1071.916,-147.78475,,-147.78475
1047.60125,1134.394,-86.79275,,-86.79275
1149.31625,1144.599,4.71725,,4.71725
1075.875,984.662,91.213,,91.213
1178.4375,1039.545,138.8925,,138.8925
1234.19875,1090.212,143.98675,,143.98675
1108.64375,1024.062,84.58175,,84.58175
1010.26125,949.017,61.24425,,61.24425
1146.61375,1083.18,63.43375,,63.43375
1143.6775,1182.293,-38.6155,,-38.6155
1174.72375,1274.599,-99.87525,,-99.87525
2077.3425,1957.061,120.2815,,120.2815
258.83875,279.563,-20.72425,,-20.72425
286.02625,312.796,-26.76975,,-26.76975
383.7075,416.785,-33.0775,,-33.0775
456.7225,503.827,-47.1045,,-47.1045
641.45875,717.791,-76.33225,,-76.33225
801.67,857.333,-55.663,,-55.663
853.96125,912.121,-58.15975,,-58.15975
834.0675,886.994,-52.9265,,-52.9265
744.55125,809.988,-65.43675,,-65.43675
882.345,998.501,-116.156,,-116.156
956.64625,1094.607,-137.96075,,-137.96075
998.8925,1082.849,-83.9565,,-83.9565
991.3375,1002.594,-11.2565,,-11.2565
930.66625,891.426,39.24025,,39.24025
1020.9875,922.171,98.8165,,98.8165
1066.9125,922.008,144.9045,,144.9045
1038.19,917.151,121.039,,121.039
1117.59,1000.85,116.74,,116.74
1120.55875,1000.781,119.77775,,119.77775
1109.89875,1034.795,75.10375,,75.10375
1049.3675,1032.384,16.9835,,16.9835
1708.68,1624.764,83.916,,83.916
1940.695,1847.057,93.638,,93.638
1867.45875,1758.096,109.36275,,109.36275
182.065,180.734,1.331,,1.331
226.69375,239.371,-12.67725,,-12.67725
274.2675,290.604,-16.3365,,-16.3365
371.0275,393.94,-22.9125,,-22.9125
532.23375,564.321,-32.08725,,-32.08725
576.2575,608.537,-32.2795,,-32.2795
712.79625,752.7,-39.90375,,-39.90375
749.90625,789.918,-40.01175,,-40.01175
